ds,y
04-13-2023,87.43661767924807
04-14-2023,86.63434041002645
04-15-2023,86.47305469836044
04-16-2023,86.87710555517498
04-17-2023,88.76329146
04-18-2023,88.93786926921734
04-19-2023,89.19541965994011
04-20-2023,89.12097374417394
04-21-2023,87.20220253
04-22-2023,87.17568865342568
04-23-2023,87.23591886336672
04-24-2023,89.69916098
04-25-2023,89.50680001107088
04-26-2023,89.80834735340449
04-27-2023,89.77363558369925
04-28-2023,88.60495754607972
04-29-2023,89.74778036059473
04-30-2023,90.49971339328151
05-01-2023,91.29074534032455
05-02-2023,90.38135788552981
05-03-2023,91.78415219646591
05-04-2023,90.38230113367364
05-05-2023,90.96915822747391
05-06-2023,93.15961385328389
05-07-2023,92.16907753
05-08-2023,91.60277979855042
05-09-2023,91.70243116363807
05-10-2023,91.19895550952187
05-11-2023,89.64829207845574
05-12-2023,89.71685505326175
05-13-2023,88.65455133953566
05-14-2023,89.12814377017084
05-15-2023,88.20871953593704
05-16-2023,89.75865394095457
05-17-2023,88.97540064861833
05-18-2023,88.65333913241265
05-19-2023,89.46685634978233
05-20-2023,88.23599203334837
05-21-2023,88.46345196795251
05-22-2023,89.77059472223493
05-23-2023,88.16311149
05-24-2023,88.34774534620601
05-25-2023,88.60762814045444
05-26-2023,89.38945101223175
05-27-2023,88.15250030135365
05-28-2023,86.83204368826938
05-29-2023,87.35398525388628
05-30-2023,87.65096992711946
05-31-2023,87.90146277746534
06-01-2023,88.24791098696232
06-02-2023,87.56788626538383
06-03-2023,87.80013996254483
06-04-2023,88.09321243584351
06-05-2023,87.37886101781714
06-06-2023,89.24463553
06-07-2023,89.71846844987368
06-08-2023,88.52716495267104
06-09-2023,89.18371856130487
06-10-2023,88.20903689107755
06-11-2023,88.99612149
06-12-2023,90.15471707
06-13-2023,89.33403476
06-14-2023,90.29741088472001
06-15-2023,90.71019181165651
06-16-2023,91.53225197165101
06-17-2023,93.42904495430494
06-18-2023,93.18365683830208
06-19-2023,92.42992067
06-20-2023,91.54040624431906
06-21-2023,90.72459595935362
06-22-2023,90.64749424993953
06-23-2023,90.98864622475617
06-24-2023,91.26533702
06-25-2023,92.09252027
06-26-2023,92.10552216500011
06-27-2023,93.55905624215744
06-28-2023,93.29439940891947
06-29-2023,96.01456858
06-30-2023,96.64023592
07-01-2023,95.78307836685782
07-02-2023,94.71218586879671
07-03-2023,95.19465828403989
07-04-2023,94.97119549871404
07-05-2023,95.68519599280613
07-06-2023,96.15843361737967
07-07-2023,96.08560470472281
07-08-2023,95.23881099
07-09-2023,93.72396376196853
07-10-2023,93.27744880990151
07-11-2023,94.13384760422498
07-12-2023,94.34794134835519
07-13-2023,93.10220257
07-14-2023,93.27538349549438
07-15-2023,93.66070087522323
07-16-2023,92.77684343902209
07-17-2023,92.93056854496761
07-18-2023,92.98877726341361
07-19-2023,91.84580697
07-20-2023,92.20359432593128
07-21-2023,92.76437885229952
07-22-2023,93.84743009547479
07-23-2023,94.90123214750969
07-24-2023,93.52356278
07-25-2023,92.58573773963748
07-26-2023,93.10077300684614
07-27-2023,93.61455895775835
07-28-2023,94.12960664
07-29-2023,97.98233813471911
07-30-2023,98.55322864541228
07-31-2023,99.68879428559288
08-01-2023,100.64279604908609
08-02-2023,101.29418730039188
08-03-2023,100.97891805575154
08-04-2023,101.7378872762448
08-05-2023,100.96506206170723
08-06-2023,100.72824345496723
08-07-2023,100.24287990713812
08-08-2023,100.32475404652443
08-09-2023,102.63941261319795
08-10-2023,100.7721474206062
08-11-2023,101.45840761098071
08-12-2023,99.84569173979106
08-13-2023,99.37375987400164
08-14-2023,100.4627105
08-15-2023,100.52699049006446
08-16-2023,99.44924571213515
08-17-2023,98.73394200287518
08-18-2023,99.41353975180986
08-19-2023,98.68317312009272
08-20-2023,98.89963171
08-21-2023,98.94520354957851
08-22-2023,98.2936032
08-23-2023,100.43754729129802
08-24-2023,101.07146631361603
08-25-2023,99.04632372695842
08-26-2023,99.23277804172785
08-27-2023,98.57099157695946
08-28-2023,99.42342491175569
08-29-2023,98.63090417332299
08-30-2023,98.51616773185609
08-31-2023,99.02115501083655
09-01-2023,99.88691020500667
09-02-2023,98.68661379795088
09-03-2023,98.35211256210994
09-04-2023,97.87716725094899
09-05-2023,97.22383801837528
09-06-2023,98.98929225865638
09-07-2023,99.39427396961733
09-08-2023,98.13339001528229
09-09-2023,99.05125196233706
09-10-2023,101.17340815934969
09-11-2023,102.20587341990084
09-12-2023,100.68650345394683
09-13-2023,100.20226938108057
09-14-2023,101.4691805302672
09-15-2023,100.76151106464842
09-16-2023,101.20533049279464
09-17-2023,101.97996454622398
09-18-2023,101.0530340746459
09-19-2023,100.9935087185841
09-20-2023,97.75224137851502
09-21-2023,96.72785373718074
09-22-2023,96.47528558578757
09-23-2023,95.22750240382273
09-24-2023,96.85991370775436
09-25-2023,95.42977232979372
09-26-2023,94.98972784309674
09-27-2023,95.12046842038284
09-28-2023,96.56174170944895
09-29-2023,95.12587955826952
09-30-2023,96.28904331042447
10-01-2023,96.29927637144405
10-02-2023,95.31776772
10-03-2023,95.77987119465938
10-04-2023,95.97893089023285
10-05-2023,95.37871401307405
10-06-2023,95.44851609806408
10-07-2023,95.06320250120231
10-08-2023,95.17671984645357
10-09-2023,95.83885052
10-10-2023,97.42486733711996
10-11-2023,96.18705183829312
10-12-2023,98.32008521294938
10-13-2023,96.36799741342688
10-14-2023,96.21621231839129
10-15-2023,96.80452952487586
10-16-2023,97.08552139
10-17-2023,96.46282187
10-18-2023,96.25469962243302
10-19-2023,95.76169869
10-20-2023,95.17233393082998
10-21-2023,96.02193602785101
10-22-2023,96.37895151381606
10-23-2023,95.68604192
10-24-2023,96.58564179398866
10-25-2023,96.89294131486527
10-26-2023,97.70580343370422
10-27-2023,98.33543227562784
10-28-2023,97.50643726470577
10-29-2023,96.94625622
10-30-2023,97.69354982963206
10-31-2023,98.30392009506552
11-01-2023,98.28301850110137
11-02-2023,98.40034588441016
11-03-2023,99.67801078019858
11-04-2023,99.08643939136275
11-05-2023,99.63353677253279
11-06-2023,99.43134412
11-07-2023,99.21366291687167
11-08-2023,100.31243976885887
11-09-2023,101.1378561178469
11-10-2023,101.95136575384753
11-11-2023,103.25684456100186
11-12-2023,103.27784840263462
11-13-2023,103.95980137392958
11-14-2023,103.64953461733613
11-15-2023,103.97370096982456
11-16-2023,103.84355791545688
11-17-2023,103.9405538804496
11-18-2023,104.53571090588652
11-19-2023,103.71749022265304
11-20-2023,105.80987749833851
11-21-2023,104.8038601168388
11-22-2023,103.58967150405107
11-23-2023,104.74778237755113
11-24-2023,105.53944507151408
11-25-2023,106.16356488856623
11-26-2023,106.7919103978305
11-27-2023,106.7796636249836
11-28-2023,105.88240925349777
11-29-2023,105.9582138116915
11-30-2023,105.28105210017938
12-01-2023,106.25617183359714
12-02-2023,106.10911445209499
12-03-2023,105.28361725530247
12-04-2023,104.96223141364949
12-05-2023,105.37516286792511
12-06-2023,104.81143831512114
12-07-2023,103.9892179195547
12-08-2023,104.23290513104662
12-09-2023,104.47787170215534
12-10-2023,103.9709285267842
12-11-2023,103.49989022116588
12-12-2023,103.73194015852353
12-13-2023,102.2838558170262
12-14-2023,100.87639204264964
12-15-2023,100.1579478213972
12-16-2023,99.94450066968535
12-17-2023,100.25540823528337
12-18-2023,101.73076445223292
12-19-2023,102.58842407543493
12-20-2023,102.4284855454715
12-21-2023,102.40946933756882
12-22-2023,101.40693997293101
12-23-2023,101.38842683693862
12-24-2023,101.09976819801848
12-25-2023,101.42248675835657
12-26-2023,100.59525581480425
12-27-2023,101.11460232904543
12-28-2023,102.6473412
12-29-2023,102.53858109359115
12-30-2023,102.94029281569009
12-31-2023,103.6304368074012
